,date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
43,2017-12-13 17:58:45,DirectRelief,,0,6,8,Fire map shows distribution sites for N95 masks throughout Santa Barbara County. #ThomasFire https://directrelief.maps.arcgis.com/apps/StoryMapBasic/index.html?appid=cd4f90ca836244a9a4af09ec645c3857,,,#ThomasFire,941004479935082496,https://twitter.com/DirectRelief/status/941004479935082496
44,2017-12-13 16:19:20,fema,,0,50,34,"For #ThomasFire resources such as mask distribution sites, evacuation information, &amp; more, visit http://www.readyventuracounty.org (Ventura County) or http://countyofsb.org/thomasfire.sbc#update (Santa Barbara County).",,,#ThomasFire,940979458307174406,https://twitter.com/fema/status/940979458307174406
45,2017-12-13 15:03:58,Bluelens1,,1,1,1,Would your group like to send thank you/holiday cards to an inmate crew? PM me the email address. Will forward instructions from Cal Fire. #ThomasFire,,,#ThomasFire,940960492180324352,https://twitter.com/Bluelens1/status/940960492180324352
46,2017-12-13 00:40:43,DirectRelief,,0,7,7,"""The #ThomasFire is one of six major wildfires torching Southern California. The fires have destroyed more than 1,000 structures since igniting."" ",,,#ThomasFire,940743249987358721,https://twitter.com/DirectRelief/status/940743249987358721
47,2017-12-12 21:47:04,DirectRelief,,0,3,15,Boy Scout Troop 41 of Solvang is distributing N95 masks from @DirectRelief to help residents filter out particulates and debris in the air. #ThomasFire ,,@DirectRelief,#ThomasFire,940699548053258240,https://twitter.com/DirectRelief/status/940699548053258240
48,2017-12-12 20:50:35,DirectRelief,,0,1,11,"Distributing breathing masks to communities in Santa Ynez and Solvang, where air quality has been a concern for many. #ThomasFire ",,,#ThomasFire,940685335222038528,https://twitter.com/DirectRelief/status/940685335222038528
49,2017-12-12 18:21:14,KCRWinSB,,0,7,8,"#ThomasFire The latest update from Cal Fire this morning says severe fire weather continues to threaten the communities of Santa Barbara, Carpinteria, Montecito and Summerland. Firefighters are currently focused on Toro and Romero Canyon above Summerland.",,,#ThomasFire,940647749518848000,https://twitter.com/KCRWinSB/status/940647749518848000
50,2017-12-11 23:37:07,DirectRelief,,1,3,17,Delivering N-95 masks to residents in Ventura and Oxnard. #ThomasFire ,,,#ThomasFire,940364857131483136,https://twitter.com/DirectRelief/status/940364857131483136
51,2017-12-11 23:05:26,cityofventura,,0,2,2,This Post article covers up to yesterday and gives a great quote from CAL Fire on the status of Evacuations. #thomasfire ,,,#thomasfire,940356884107685888,https://twitter.com/cityofventura/status/940356884107685888
52,2017-12-11 22:38:29,DirectRelief,,4,26,28,"With #ThomasFire Unfolding, @DirectRelief Map Dynamically Updates Region",,@DirectRelief,#ThomasFire,940350100462645248,https://twitter.com/DirectRelief/status/940350100462645248
53,2017-12-11 20:19:19,DirectRelief,,0,10,13,The inferno that won't die: How the Thomas fire became such a monster http://www.latimes.com/local/lanow/la-me-thomas-fire-explainer-20171211-htmlstory.html #ThomasFire,,,#ThomasFire,940315076384325632,https://twitter.com/DirectRelief/status/940315076384325632
54,2017-12-11 19:22:14,Praedictix,,0,2,2,"The Thomas Fire is now the fifth largest fire in modern California history, burning 230,500 acres since last Monday. Read more about the fire from CAL FIRE: http://cdfdata.fire.ca.gov/incidents/incidents_details_info?incident_id=1922 #ThomasFire ",,,#ThomasFire,940300711983767552,https://twitter.com/Praedictix/status/940300711983767552
55,2017-12-11 16:19:11,CDFAnews,,0,0,1,Cowboy rides to the rescue during Ventura County fires: http://plantingseedsblog.cdfa.ca.gov/wordpress/?p=14352 #ThomasFire #Horses #Rescue,,,#ThomasFire #Horses #Rescue,940254646798508032,https://twitter.com/CDFAnews/status/940254646798508032
56,2017-12-11 00:03:11,SteveBowenWx,,7,82,71,Data from @Cal_Fire indicates that the #ThomasFire has destroyed 754 structures (plus damaged an additional 162). One-quarter of California's Top 20 most destructive wildfires on record have occurred in the last 70 days: 1) Tubbs 6) Nuns 10) Atlas 11) Thomas 17) Redwood Valley ,,@CAL_FIRE,#ThomasFire,940009028440285184,https://twitter.com/SteveBowenWx/status/940009028440285184
57,2017-12-10 21:20:07,calfund,,0,2,1,Here’s how you can help the communities that have been impacted by the devastating fires burning across #SoCal: http://www.calfund.org/socalwildfire/ #ThomasFire #CreekFire #SkirballFire #RyeFire #LilacFire,,,#SoCal #ThomasFire #CreekFire #SkirballFire #RyeFire #LilacFire,939967993076994049,https://twitter.com/calfund/status/939967993076994049
58,2017-12-10 17:07:41,DirectRelief,,0,2,4,Santa Barbara County coastal towns under siege as #ThomasFire grows http://www.latimes.com/local/lanow/la-me-thomas-fire-santa-barbara-fire-20171210-story.html @melissaetehad @latimes,,@melissaetehad @latimes,#ThomasFire,939904465146015745,https://twitter.com/DirectRelief/status/939904465146015745
59,2017-12-09 21:15:40,DirectRelief,,2,3,15,Handing out free N-95 at two #Ojai locations: Beacon Coffee &amp; @greatergoodsoj #ThomasFire ,,@greatergoodsoj,#Ojai #ThomasFire,939604482291253248,https://twitter.com/DirectRelief/status/939604482291253248
60,2017-12-09 19:22:41,DirectRelief,,0,1,9,Handing out N-95 masks at Beacon Coffee and Greater Goods in Ojai today. #ThomasFire ,,,#ThomasFire,939576050765275136,https://twitter.com/DirectRelief/status/939576050765275136
61,2017-12-09 19:15:32,DirectRelief,,0,6,21,"""In response to all the soot, smoke, and ash belched forth by the #ThomasFire, a new fashion accessory has sprung up throughout Santa Barbara: the face mask."" @Independent http://m.independent.com/news/2017/dec/08/unhealthy-air-quality-warnings-remain-effect/?templates=mobile",,@Independent,#ThomasFire,939574252038103040,https://twitter.com/DirectRelief/status/939574252038103040
62,2017-12-09 18:58:09,DirectRelief,,1,10,14,"Handing out free N-95 masks at Mesa produce on cliff drive. Other locations include SB public library, Franklin community center, #Goleta Costco &amp; #Carpinteria Albertson's. #ThomasFire ",,,#Goleta #Carpinteria #ThomasFire,939569875462234112,https://twitter.com/DirectRelief/status/939569875462234112
63,2017-12-09 04:28:37,DirectRelief,,0,4,9,"As Wildfires Burn, Residents Seek Breath of Fresh Air #ThomasFire ",,,#ThomasFire,939351052599435265,https://twitter.com/DirectRelief/status/939351052599435265
64,2017-12-08 21:56:05,DirectRelief,,5,24,60,Handing out N-95 masks at the Vons shopping center in Montecito #ThomasFire,,,#ThomasFire,939252265944154112,https://twitter.com/DirectRelief/status/939252265944154112
65,2017-12-08 20:00:01,DirectRelief,,0,7,4,Ojai surrounded as fire pushes toward Carpinteria | @pacbiztimes https://shar.es/1Mehz3 #ThomasFire,,@pacbiztimes,#ThomasFire,939223059508051969,https://twitter.com/DirectRelief/status/939223059508051969
66,2017-12-08 19:12:07,fema,,11,159,281,"Today President Trump signed an emergency declaration for the California wildfires. This provides federal emergency aid to supplement state, tribal and local response efforts for the #LilacFire, #SkirballFire, #ThomasFire, #CreekFire and #RyeFire.",,,#LilacFire #SkirballFire #ThomasFire #CreekFire #RyeFire,939211002750668801,https://twitter.com/fema/status/939211002750668801
67,2017-12-08 18:55:36,OVN,,0,3,4,Updated #ThomasFire mandatory evacuations from @CAL_FIRE. Much of Ojai Valley still impacted. Info was last updated Dec. 8 @7 a.m. (Screenshots from @CAL_FIRE Incident Update),,@CAL_FIRE @7 @CAL_FIRE,#ThomasFire,939206845633241088,https://twitter.com/OVN/status/939206845633241088
